cluster,gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,UniProt.description,Surfaceome.Label,Surfaceome.Label.Source
CD320_OC,NOP58,2.07E-102,1.09266201,0.931,0.459,3.41E-98,Nucleolar protein 58,,
CD320_OC,GPX1,2.43E-102,1.135629301,1,0.885,4.01E-98,Glutathione peroxidase 1,,
CD320_OC,GTPBP4,2.60E-102,0.941814174,0.894,0.39,4.29E-98,Nucleolar GTP-binding protein 1,,
CD320_OC,AIF1,7.70E-102,0.991134709,0.98,0.335,1.27E-97,Allograft inflammatory factor 1,,
CD320_OC,ENSCAFG00000031869,7.91E-102,1.332430505,0.96,0.391,1.31E-97,NA,NA,NA
CD320_OC,WDR74,9.36E-102,0.546165214,0.68,0.204,1.54E-97,WD repeat-containing protein 74,,
CD320_OC,ENDOG,1.31E-101,0.559168835,0.587,0.156,2.16E-97,"Endonuclease G, mitochondrial",,
CD320_OC,BCAP29,2.37E-101,0.519082977,0.848,0.301,3.92E-97,B-cell receptor-associated protein 29,nonsurface,machine learning
CD320_OC,NCL,2.52E-101,1.371299268,1,0.825,4.16E-97,Nucleolin,,
CD320_OC,NQO2,5.00E-101,0.826685451,0.825,0.312,8.25E-97,Ribosyldihydronicotinamide dehydrogenase [quinone],,
CD320_OC,EMP3,8.71E-100,1.259969501,0.99,0.796,1.44E-95,Epithelial membrane protein 3,surface,machine learning
CD320_OC,CD320,1.09E-99,0.73215983,0.65,0.201,1.80E-95,CD320 antigen,surface,machine learning
CD320_OC,C1QBP,2.30E-98,0.876779809,0.917,0.412,3.79E-94,"Complement component 1 Q subcomponent-binding protein, mitochondrial",,
CD320_OC,ICAM2,2.83E-98,0.815926332,0.739,0.232,4.67E-94,Intercellular adhesion molecule 2,surface,machine learning
CD320_OC,ALCAM,3.23E-98,0.700575931,0.815,0.257,5.33E-94,CD166 antigen,surface,machine learning
CD320_OC,DLA-DQA1,9.83E-98,0.844999138,0.927,0.316,1.62E-93,NA,NA,NA
CD320_OC,NOP56,1.12E-97,0.988480701,0.964,0.5,1.85E-93,Nucleolar protein 56,,
CD320_OC,SHTN1,2.58E-97,0.596146062,0.696,0.198,4.25E-93,NA,NA,NA
CD320_OC,POP5,6.02E-96,0.707759867,0.865,0.351,9.93E-92,Ribonuclease P/MRP protein subunit POP5,,
CD320_OC,CMIP,4.11E-95,0.669423942,0.789,0.274,6.77E-91,C-Maf-inducing protein,,
CD320_OC,MYG1,2.49E-94,0.827707243,0.977,0.511,4.11E-90,NA,NA,NA
CD320_OC,CXCL14,5.27E-94,0.616542847,0.383,0.072,8.69E-90,C-X-C motif chemokine 14,,
CD320_OC,NOP14,8.04E-94,0.746570167,0.868,0.361,1.33E-89,Nucleolar protein 14,,
CD320_OC,TSPO,1.98E-93,1.184719259,0.99,0.722,3.26E-89,Translocator protein,nonsurface,neg. trainingset
CD320_OC,TSPO,1.98E-93,1.184719259,0.99,0.722,3.26E-89,Putative peripheral benzodiazepine receptor-related protein,,
CD320_OC,SSB,3.68E-93,1.036180459,0.99,0.716,6.07E-89,Lupus La protein,,
CD320_OC,DBI,9.81E-93,0.855223366,0.993,0.837,1.62E-88,Acyl-CoA-binding protein,,
CD320_OC,BPI,1.00E-92,0.807595798,0.977,0.355,1.65E-88,Bactericidal permeability-increasing protein,,
CD320_OC,EBNA1BP2,4.07E-92,0.943088562,0.974,0.541,6.72E-88,Probable rRNA-processing protein EBP2,,
CD320_OC,PPID,5.14E-92,0.662848846,0.868,0.348,8.49E-88,Peptidyl-prolyl cis-trans isomerase D,,
CD320_OC,HUS1,3.35E-91,0.80171093,0.927,0.432,5.53E-87,Checkpoint protein HUS1,,
CD320_OC,CD48,2.00E-90,0.961058112,0.993,0.428,3.30E-86,CD48 antigen,surface,GPI (UniProt)
CD320_OC,PRMT1,4.01E-90,1.054977628,0.97,0.588,6.62E-86,Protein arginine N-methyltransferase 1,,
CD320_OC,ENSCAFG00000008311,6.46E-90,0.934014689,0.993,0.793,1.07E-85,NA,NA,NA
CD320_OC,ENSCAFG00000046514,1.60E-88,0.613809226,0.752,0.278,2.64E-84,NA,NA,NA
CD320_OC,CCT5,2.03E-88,0.961929646,0.993,0.685,3.34E-84,T-complex protein 1 subunit epsilon,,
CD320_OC,RASGEF1B,2.69E-88,0.423207162,0.462,0.104,4.44E-84,Ras-GEF domain-containing family member 1B,,
CD320_OC,CCDC50,3.17E-88,0.93894434,0.851,0.355,5.23E-84,Coiled-coil domain-containing protein 50,,
CD320_OC,UNC93B1,4.88E-88,0.675300635,0.901,0.354,8.05E-84,Protein unc-93 homolog B1,surface,machine learning
CD320_OC,GADD45GIP1,5.24E-88,0.847798119,0.927,0.471,8.65E-84,Growth arrest and DNA damage-inducible proteins-interacting protein 1,,
CD320_OC,WDR43,8.58E-88,0.700053881,0.812,0.328,1.42E-83,WD repeat-containing protein 43,,
CD320_OC,PMPCA,1.29E-87,0.576751031,0.762,0.28,2.13E-83,Mitochondrial-processing peptidase subunit alpha,,
CD320_OC,THOC6,1.25E-86,0.485127522,0.644,0.204,2.05E-82,THO complex subunit 6 homolog,,
CD320_OC,BCCIP,1.25E-86,0.707396779,0.894,0.407,2.07E-82,BRCA2 and CDKN1A-interacting protein,,
CD320_OC,ATIC,2.16E-86,0.663859783,0.815,0.323,3.57E-82,Bifunctional purine biosynthesis protein PURH,,
CD320_OC,ENSCAFG00000023111,3.41E-86,1.042613865,0.997,0.881,5.62E-82,NA,NA,NA
CD320_OC,CDA,1.61E-85,0.649554811,0.967,0.414,2.66E-81,Cytidine deaminase,,
CD320_OC,GNL3,1.89E-85,0.653505622,0.802,0.315,3.11E-81,Guanine nucleotide-binding protein-like 3,,
CD320_OC,GEMIN6,5.27E-85,0.552686536,0.746,0.268,8.70E-81,Gem-associated protein 6,,
CD320_OC,DDX10,1.09E-84,0.578682159,0.68,0.23,1.80E-80,Probable ATP-dependent RNA helicase DDX10,,
CD320_OC,MRPL21,1.10E-84,0.936108375,0.99,0.712,1.82E-80,"39S ribosomal protein L21, mitochondrial",,
CD320_OC,ANXA2,1.34E-84,1.185123804,0.997,0.74,2.21E-80,Annexin A2,,
CD320_OC,DDX56,2.07E-84,0.479409161,0.703,0.241,3.42E-80,Probable ATP-dependent RNA helicase DDX56,,
CD320_OC,CCND2,2.22E-84,0.3370787,0.386,0.076,3.66E-80,G1/S-specific cyclin-D2,,
CD320_OC,RUVBL1,2.42E-84,0.693664554,0.842,0.355,4.00E-80,RuvB-like 1,,
CD320_OC,TSPAN4,3.09E-84,0.597032309,0.776,0.282,5.09E-80,Tetraspanin-4,surface,machine learning
CD320_OC,NIFK,3.28E-84,0.90546575,0.993,0.689,5.41E-80,MKI67 FHA domain-interacting nucleolar phosphoprotein,,
CD320_OC,ARHGAP45,5.92E-84,0.818764803,0.98,0.456,9.77E-80,NA,NA,NA
CD320_OC,CHCHD4,2.37E-83,0.496641146,0.574,0.171,3.91E-79,Mitochondrial intermembrane space import and assembly protein 40,,
CD320_OC,ZMIZ2,2.81E-83,0.413711915,0.564,0.161,4.63E-79,Zinc finger MIZ domain-containing protein 2,,
CD320_OC,SLAMF9,5.39E-83,0.308972441,0.64,0.171,8.89E-79,SLAM family member 9,surface,machine learning
CD320_OC,SYNGR2,8.15E-83,0.77925266,0.947,0.468,1.34E-78,Synaptogyrin-2,,machine learning
CD320_OC,DHX37,2.74E-82,0.348632672,0.515,0.136,4.52E-78,Probable ATP-dependent RNA helicase DHX37,,
CD320_OC,EIF4EBP3,8.19E-82,0.663387766,0.848,0.368,1.35E-77,Eukaryotic translation initiation factor 4E-binding protein 3,,
CD320_OC,UCHL5,8.93E-82,0.691971299,0.924,0.443,1.47E-77,Ubiquitin carboxyl-terminal hydrolase isozyme L5,,
CD320_OC,OSGEP,1.03E-81,0.710153519,0.865,0.401,1.70E-77,Probable tRNA N6-adenosine threonylcarbamoyltransferase,,
CD320_OC,PPA1,1.32E-81,0.708514804,0.947,0.457,2.18E-77,Inorganic pyrophosphatase,,
CD320_OC,VEGFA,1.74E-81,1.051644182,0.924,0.441,2.88E-77,Vascular endothelial growth factor A,,
CD320_OC,EIF5B,4.55E-81,0.92108488,0.987,0.644,7.51E-77,Eukaryotic translation initiation factor 5B,,
CD320_OC,TOMM5,7.82E-81,0.718144916,0.947,0.488,1.29E-76,Mitochondrial import receptor subunit TOM5 homolog,nonsurface,machine learning
CD320_OC,PID1,8.05E-81,0.978213235,0.818,0.337,1.33E-76,"PTB-containing, cubilin and LRP1-interacting protein",,
CD320_OC,SYNCRIP,2.83E-80,0.910597203,0.96,0.574,4.67E-76,Heterogeneous nuclear ribonucleoprotein Q,,
CD320_OC,C4H1orf131,9.92E-80,0.653002539,0.901,0.416,1.64E-75,NA,NA,NA
CD320_OC,EXOSC8,1.41E-79,0.45389665,0.66,0.219,2.33E-75,Exosome complex component RRP43,,
CD320_OC,MAK16,7.47E-79,0.533511797,0.67,0.237,1.23E-74,Protein MAK16 homolog,,
CD320_OC,AVEN,1.95E-78,0.527922747,0.637,0.212,3.22E-74,Cell death regulator Aven,,
CD320_OC,TRABD,4.68E-78,0.57861879,0.766,0.296,7.72E-74,TraB domain-containing protein,nonsurface,machine learning
CD320_OC,METTL1,7.83E-78,0.492455179,0.644,0.219,1.29E-73,tRNA (guanine-N(7)-)-methyltransferase,,
CD320_OC,EIF3A,1.21E-77,0.935261351,0.977,0.627,2.00E-73,Eukaryotic translation initiation factor 3 subunit A,,
CD320_OC,EHD1,1.43E-77,0.48240843,0.627,0.203,2.36E-73,EH domain-containing protein 1,,
CD320_OC,CD74,2.17E-77,0.558051156,0.934,0.346,3.58E-73,HLA class II histocompatibility antigen gamma chain,surface,machine learning
CD320_OC,EIF6,2.43E-77,0.871460635,0.97,0.601,4.01E-73,Eukaryotic translation initiation factor 6,,
CD320_OC,VIM,2.48E-77,0.902558486,1,0.995,4.10E-73,Vimentin,,
CD320_OC,RANBP1,3.26E-77,0.547782078,0.752,0.283,5.37E-73,Ran-specific GTPase-activating protein,,
CD320_OC,REXO4,8.08E-77,0.533387286,0.7,0.257,1.33E-72,RNA exonuclease 4,,
CD320_OC,RAB13,1.88E-76,0.912993379,0.99,0.606,3.11E-72,Ras-related protein Rab-13,,
CD320_OC,ITGAV,5.64E-76,0.85182755,0.888,0.429,9.31E-72,Integrin alpha-V,surface,pos. trainingset
CD320_OC,PUM3,7.95E-76,0.646542,0.838,0.373,1.31E-71,NA,NA,NA
CD320_OC,DDX18,1.23E-75,0.874042748,0.924,0.504,2.04E-71,ATP-dependent RNA helicase DDX18,,
CD320_OC,METTL16,1.36E-75,0.425944521,0.541,0.162,2.24E-71,Methyltransferase-like protein 16,,
CD320_OC,IMP4,1.51E-75,0.778336111,0.97,0.55,2.49E-71,U3 small nucleolar ribonucleoprotein protein IMP4,,
CD320_OC,PRKAR2B,1.70E-75,0.435158073,0.607,0.18,2.80E-71,cAMP-dependent protein kinase type II-beta regulatory subunit,,
CD320_OC,COMTD1,3.04E-75,0.612031234,0.792,0.342,5.01E-71,Catechol O-methyltransferase domain-containing protein 1,nonsurface,machine learning
CD320_OC,FTSJ3,1.50E-74,0.456423604,0.515,0.153,2.47E-70,pre-rRNA processing protein FTSJ3,,
CD320_OC,CAMK1,1.60E-74,0.599956541,0.64,0.214,2.63E-70,Calcium/calmodulin-dependent protein kinase type 1,,
CD320_OC,ENSCAFG00000032728,2.33E-74,0.898327439,0.974,0.673,3.84E-70,NA,NA,NA
CD320_OC,CCT4,4.82E-74,0.793563993,0.98,0.591,7.96E-70,T-complex protein 1 subunit delta,,
CD320_OC,ACTR3,5.74E-74,0.795571527,1,0.781,9.47E-70,Actin-related protein 3,,
CD320_OC,CD80,7.61E-74,0.506953194,0.594,0.168,1.26E-69,T-lymphocyte activation antigen CD80,surface,machine learning
CD320_OC,MRPL15,1.11E-73,0.669764171,0.901,0.436,1.83E-69,"39S ribosomal protein L15, mitochondrial",,
CD320_OC,MYOF,3.38E-73,0.436631147,0.653,0.216,5.58E-69,Myoferlin,surface,pos. trainingset
CD320_OC,CCND1,5.78E-73,0.853639319,0.766,0.326,9.54E-69,G1/S-specific cyclin-D1,,
CD320_OC,LARS1,7.00E-73,0.600092276,0.815,0.357,1.15E-68,NA,NA,NA
CD320_OC,DLA-DRA,1.90E-72,0.885959845,0.983,0.518,3.13E-68,NA,NA,NA
CD320_OC,SMPDL3A,2.16E-72,0.476250916,0.399,0.092,3.56E-68,Acid sphingomyelinase-like phosphodiesterase 3a,,
CD320_OC,DDX46,4.67E-72,0.762555288,0.937,0.524,7.70E-68,Probable ATP-dependent RNA helicase DDX46,,
CD320_OC,NEK9,5.63E-72,0.821206777,0.99,0.672,9.29E-68,Serine/threonine-protein kinase Nek9,,
CD320_OC,TRMT112,8.63E-72,0.764824757,0.997,0.755,1.42E-67,Multifunctional methyltransferase subunit TRM112-like protein,,
CD320_OC,FARSA,1.13E-71,0.400085528,0.541,0.169,1.87E-67,Phenylalanine--tRNA ligase alpha subunit,,
CD320_OC,ENSCAFG00000010865,1.24E-71,0.996352924,0.95,0.562,2.05E-67,NA,NA,NA
CD320_OC,CTSZ,2.45E-71,0.787986322,0.96,0.444,4.05E-67,Cathepsin Z,,
CD320_OC,PDCD11,2.87E-71,0.5209182,0.627,0.22,4.74E-67,Protein RRP5 homolog,,
CD320_OC,ENOPH1,7.49E-71,0.446159072,0.601,0.206,1.24E-66,Enolase-phosphatase E1,,
CD320_OC,ZNRD2,9.49E-71,0.553541274,0.776,0.325,1.57E-66,NA,NA,NA
CD320_OC,CHORDC1,1.25E-70,0.407484197,0.647,0.224,2.07E-66,Cysteine and histidine-rich domain-containing protein 1,,
CD320_OC,UCHL3,1.76E-70,0.451122577,0.785,0.312,2.90E-66,Ubiquitin carboxyl-terminal hydrolase isozyme L3,,
CD320_OC,SERBP1,1.82E-70,0.832302334,0.99,0.805,3.00E-66,Plasminogen activator inhibitor 1 RNA-binding protein,,
CD320_OC,CCR5,2.35E-70,0.417211946,0.558,0.157,3.87E-66,C-C chemokine receptor type 5,surface,machine learning
CD320_OC,SPPL2B,2.64E-70,0.516929853,0.627,0.227,4.35E-66,Signal peptide peptidase-like 2B,surface,machine learning
CD320_OC,MTAP,2.97E-70,0.396902055,0.594,0.192,4.91E-66,S-methyl-5'-thioadenosine phosphorylase,,
CD320_OC,SNX8,5.71E-70,0.42290067,0.713,0.258,9.42E-66,Sorting nexin-8,,
CD320_OC,ANO6,6.19E-70,0.590673268,0.766,0.314,1.02E-65,Anoctamin-6,surface,pos. trainingset
CD320_OC,LYZ,6.56E-70,0.534141416,0.901,0.376,1.08E-65,Lysozyme C,,
CD320_OC,ZDHHC7,1.17E-69,0.46641057,0.63,0.226,1.93E-65,Palmitoyltransferase ZDHHC7,,machine learning
CD320_OC,NAXE,2.90E-69,0.652259749,0.937,0.5,4.79E-65,NA,NA,NA
CD320_OC,TBRG4,3.24E-69,0.44389702,0.627,0.223,5.35E-65,Protein TBRG4,,
CD320_OC,TIMM10,4.16E-69,0.63652587,0.851,0.409,6.86E-65,Mitochondrial import inner membrane translocase subunit Tim10,,
CD320_OC,PSME2,4.57E-69,0.771753703,0.983,0.655,7.53E-65,Proteasome activator complex subunit 2,,
CD320_OC,MRPL55,5.56E-69,0.783977447,0.99,0.679,9.18E-65,"39S ribosomal protein L55, mitochondrial",,
CD320_OC,POLR1G,1.15E-68,0.472818733,0.607,0.207,1.89E-64,NA,NA,NA
CD320_OC,RREB1,1.36E-68,0.60400131,0.723,0.289,2.25E-64,Ras-responsive element-binding protein 1,,
CD320_OC,LGALS3,6.02E-68,1.293193525,0.987,0.765,9.93E-64,Galectin-3,,
CD320_OC,EMP1,2.14E-67,0.606991717,0.617,0.214,3.53E-63,Epithelial membrane protein 1,surface,machine learning
CD320_OC,GLIPR1,3.60E-67,0.510343371,0.974,0.5,5.94E-63,Glioma pathogenesis-related protein 1,surface,machine learning
CD320_OC,TMED4,4.77E-67,0.380526204,0.667,0.239,7.88E-63,Transmembrane emp24 domain-containing protein 4,nonsurface,machine learning
CD320_OC,NAP1L4,4.82E-67,0.563665942,0.802,0.36,7.96E-63,Nucleosome assembly protein 1-like 4,,
CD320_OC,APRT,4.86E-67,0.744583495,0.983,0.634,8.01E-63,Adenine phosphoribosyltransferase,,
CD320_OC,IMPDH2,5.13E-67,0.745158467,0.947,0.545,8.46E-63,Inosine-5'-monophosphate dehydrogenase 2,,
CD320_OC,MRPS5,5.40E-67,0.662155322,0.878,0.455,8.91E-63,"28S ribosomal protein S5, mitochondrial",,
CD320_OC,SLC38A1,6.95E-67,0.390873672,0.601,0.198,1.15E-62,Sodium-coupled neutral amino acid transporter 1,surface,pos. trainingset
CD320_OC,NHP2,1.09E-66,0.674699135,0.98,0.586,1.79E-62,H/ACA ribonucleoprotein complex subunit 2,,
CD320_OC,VMA21,1.17E-66,0.644683277,0.888,0.45,1.92E-62,Vacuolar ATPase assembly integral membrane protein VMA21,nonsurface,neg. trainingset
CD320_OC,PTMA,2.41E-66,0.67944347,0.997,0.968,3.98E-62,Prothymosin alpha,,
CD320_OC,RCC2,3.52E-66,0.521600239,0.769,0.33,5.81E-62,Protein RCC2,,
CD320_OC,DPYD,8.28E-66,0.287695969,0.667,0.226,1.37E-61,Dihydropyrimidine dehydrogenase [NADP(+)],,
CD320_OC,ALAS1,1.42E-65,0.690971237,0.875,0.387,2.35E-61,"5-aminolevulinate synthase, nonspecific, mitochondrial",,
CD320_OC,RBM19,1.43E-65,0.489868866,0.647,0.243,2.36E-61,Probable RNA-binding protein 19,,
CD320_OC,SINHCAF,1.60E-65,0.373091257,0.548,0.174,2.64E-61,NA,NA,NA
CD320_OC,RACK1,1.62E-65,0.677529383,1,0.861,2.67E-61,NA,NA,NA
CD320_OC,MRPS25,1.90E-65,0.710175302,0.941,0.574,3.13E-61,"28S ribosomal protein S25, mitochondrial",,
CD320_OC,METTL27,3.17E-65,0.410177348,0.601,0.205,5.24E-61,NA,NA,NA
CD320_OC,FSCN1,6.09E-65,0.89838992,0.842,0.435,1.00E-60,Fascin,,
CD320_OC,HNRNPAB,1.02E-64,0.649783919,0.941,0.53,1.69E-60,Heterogeneous nuclear ribonucleoprotein A/B,,
CD320_OC,PINX1,1.30E-64,0.505880819,0.65,0.249,2.14E-60,PIN2/TERF1-interacting telomerase inhibitor 1,,
CD320_OC,CTSS,1.53E-64,0.661546852,0.983,0.505,2.52E-60,Cathepsin S,,
CD320_OC,NDUFAF2,1.66E-64,0.445848664,0.644,0.24,2.74E-60,"Mimitin, mitochondrial",,
CD320_OC,MTCH2,2.28E-64,0.450445657,0.746,0.307,3.77E-60,Mitochondrial carrier homolog 2,,
CD320_OC,ENSCAFG00000031711,2.31E-64,0.533712426,0.858,0.409,3.81E-60,NA,NA,NA
CD320_OC,ENSCAFG00000000314,3.82E-64,0.507549494,0.729,0.302,6.31E-60,NA,NA,NA
CD320_OC,LRPPRC,7.03E-64,0.599454298,0.743,0.324,1.16E-59,"Leucine-rich PPR motif-containing protein, mitochondrial",,
CD320_OC,AHR,8.53E-64,0.409629757,0.564,0.176,1.41E-59,Aryl hydrocarbon receptor,,
CD320_OC,TMED5,9.17E-64,0.501650601,0.878,0.409,1.51E-59,Transmembrane emp24 domain-containing protein 5,nonsurface,neg. trainingset
CD320_OC,RRP9,9.53E-64,0.3633206,0.472,0.143,1.57E-59,U3 small nucleolar RNA-interacting protein 2,,
CD320_OC,RIDA,1.14E-63,0.524309916,0.766,0.337,1.88E-59,NA,NA,NA
CD320_OC,ICAM1,1.25E-63,0.515306555,0.769,0.294,2.06E-59,Intercellular adhesion molecule 1,surface,machine learning
CD320_OC,SLC17A9,1.33E-63,0.41856319,0.604,0.216,2.19E-59,Solute carrier family 17 member 9,surface,machine learning
CD320_OC,NFKB1,1.75E-63,0.442921726,0.634,0.223,2.88E-59,Nuclear factor NF-kappa-B p105 subunit,,
CD320_OC,TAOK3,3.63E-63,0.378900565,0.693,0.252,5.98E-59,Serine/threonine-protein kinase TAO3,,
CD320_OC,GLA,5.81E-63,0.35848409,0.564,0.185,9.58E-59,Alpha-galactosidase A,,
CD320_OC,REXO2,7.62E-63,0.630579744,0.921,0.477,1.26E-58,"Oligoribonuclease, mitochondrial",,
CD320_OC,TBC1D9,1.01E-62,0.427499189,0.611,0.203,1.66E-58,TBC1 domain family member 9,,
CD320_OC,ENSCAFG00000015834,1.18E-62,0.601390205,0.997,0.851,1.94E-58,NA,NA,NA
CD320_OC,VARS1,1.19E-62,0.527256887,0.782,0.342,1.96E-58,NA,NA,NA
CD320_OC,TIPARP,1.61E-62,0.706654839,0.858,0.4,2.65E-58,TCDD-inducible poly [ADP-ribose] polymerase,,
CD320_OC,ENSCAFG00000028765,1.96E-62,0.654480541,1,0.896,3.23E-58,NA,NA,NA
CD320_OC,DDX47,3.89E-62,0.388924738,0.624,0.23,6.42E-58,Probable ATP-dependent RNA helicase DDX47,,
CD320_OC,MRPS6,4.93E-62,0.541567543,0.914,0.461,8.14E-58,"28S ribosomal protein S6, mitochondrial",,
CD320_OC,CCT3,5.24E-62,0.697067807,0.987,0.653,8.64E-58,T-complex protein 1 subunit gamma,,
CD320_OC,HAVCR1,1.10E-61,0.425139094,0.7,0.24,1.81E-57,Hepatitis A virus cellular receptor 1,surface,machine learning
CD320_OC,TUFM,1.46E-61,0.567403901,0.818,0.397,2.40E-57,"Elongation factor Tu, mitochondrial",,
CD320_OC,PFDN6,1.64E-61,0.71574972,0.97,0.652,2.71E-57,Prefoldin subunit 6,,
CD320_OC,PSMG1,2.01E-61,0.58095888,0.845,0.412,3.31E-57,Proteasome assembly chaperone 1,,
CD320_OC,UMPS,2.53E-61,0.526422741,0.858,0.415,4.18E-57,Uridine 5'-monophosphate synthase,,
CD320_OC,HRAS,2.94E-61,0.382973976,0.743,0.297,4.85E-57,GTPase HRas,,
CD320_OC,NME1,4.55E-61,0.80526238,0.987,0.641,7.50E-57,Nucleoside diphosphate kinase A,,
CD320_OC,ILF3,4.80E-61,0.660415195,0.914,0.499,7.91E-57,Interleukin enhancer-binding factor 3,,
CD320_OC,EEFSEC,6.23E-61,0.309249969,0.376,0.098,1.03E-56,Selenocysteine-specific elongation factor,,
CD320_OC,CAPRIN1,6.31E-61,0.622026219,0.931,0.535,1.04E-56,Caprin-1,,
CD320_OC,TRAF7,7.75E-61,0.451484987,0.746,0.333,1.28E-56,E3 ubiquitin-protein ligase TRAF7,,
CD320_OC,GPATCH4,1.27E-60,0.466959028,0.776,0.325,2.10E-56,G patch domain-containing protein 4,,
CD320_OC,PDXK,1.37E-60,0.469271052,0.861,0.393,2.25E-56,Pyridoxal kinase,nonsurface,neg. trainingset
CD320_OC,PRPF19,2.19E-60,0.492415221,0.802,0.373,3.61E-56,Pre-mRNA-processing factor 19,,
CD320_OC,SIRT5,2.31E-60,0.677039233,0.98,0.677,3.81E-56,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",,
CD320_OC,KAT2A,2.44E-60,0.357115821,0.446,0.134,4.02E-56,Histone acetyltransferase KAT2A,,
CD320_OC,CFP,3.62E-60,0.260495015,0.525,0.149,5.97E-56,Properdin,,
CD320_OC,IKBKE,6.83E-60,0.335217788,0.578,0.196,1.13E-55,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,,
CD320_OC,NFE2L3,9.85E-60,0.353737539,0.439,0.129,1.63E-55,Nuclear factor erythroid 2-related factor 3,,
CD320_OC,ENSCAFG00000009523,2.71E-59,0.477304113,1,0.956,4.47E-55,NA,NA,NA
CD320_OC,PABPC4,7.81E-59,0.384589359,0.611,0.228,1.29E-54,Polyadenylate-binding protein 4,,
CD320_OC,EIF3B,9.60E-59,0.34707762,0.485,0.155,1.58E-54,Eukaryotic translation initiation factor 3 subunit B,,
CD320_OC,REX1BD,1.02E-58,0.637151955,0.894,0.458,1.69E-54,NA,NA,NA
CD320_OC,RRP12,2.52E-58,0.297814174,0.482,0.152,4.16E-54,RRP12-like protein,nonsurface,neg. trainingset
CD320_OC,DCTPP1,2.61E-58,0.475366476,0.71,0.292,4.31E-54,dCTP pyrophosphatase 1,,
CD320_OC,PWP1,3.24E-58,0.421474211,0.779,0.357,5.34E-54,Periodic tryptophan protein 1 homolog,,
CD320_OC,CFL1,3.98E-58,0.618426808,0.997,0.939,6.57E-54,Cofilin-1,,
CD320_OC,CCDC88B,5.08E-58,0.401044186,0.594,0.211,8.38E-54,Coiled-coil domain-containing protein 88B,,
CD320_OC,VDAC1,5.13E-58,0.583296624,0.96,0.553,8.47E-54,Voltage-dependent anion-selective channel protein 1,,
CD320_OC,CD86,5.51E-58,0.406716708,0.729,0.248,9.10E-54,T-lymphocyte activation antigen CD86,surface,pos. trainingset
CD320_OC,MAP3K8,5.92E-58,0.319297078,0.512,0.156,9.76E-54,Mitogen-activated protein kinase kinase kinase 8,,
CD320_OC,HSPA4,6.65E-58,0.51190419,0.851,0.431,1.10E-53,Heat shock 70 kDa protein 4,,
CD320_OC,SPOUT1,6.90E-58,0.380465763,0.558,0.2,1.14E-53,NA,NA,NA
CD320_OC,ENSCAFG00000024944,7.92E-58,0.413077352,0.627,0.205,1.31E-53,NA,NA,NA
CD320_OC,SLC25A5,8.00E-58,0.674807683,0.987,0.704,1.32E-53,ADP/ATP translocase 2,nonsurface,machine learning
CD320_OC,KCNH7,1.30E-57,0.723085001,0.601,0.23,2.15E-53,Potassium voltage-gated channel subfamily H member 7,nonsurface,machine learning
CD320_OC,ENSCAFG00000032363,1.41E-57,0.689957468,0.812,0.379,2.32E-53,NA,NA,NA
CD320_OC,TXNL1,1.57E-57,0.685767039,0.987,0.72,2.59E-53,Thioredoxin-like protein 1,,
CD320_OC,PRKAR2A,1.97E-57,0.367922357,0.554,0.2,3.25E-53,cAMP-dependent protein kinase type II-alpha regulatory subunit,,
CD320_OC,MTREX,2.27E-57,0.373404189,0.611,0.232,3.75E-53,NA,NA,NA
CD320_OC,MAN2A1,4.35E-57,0.453521827,0.69,0.284,7.18E-53,Alpha-mannosidase 2,nonsurface,machine learning
CD320_OC,NOP10,5.67E-57,0.671926631,0.993,0.73,9.36E-53,H/ACA ribonucleoprotein complex subunit 3,,
CD320_OC,PDAP1,6.03E-57,0.488900723,0.789,0.369,9.95E-53,28 kDa heat- and acid-stable phosphoprotein,,
CD320_OC,MPHOSPH10,6.21E-57,0.484400614,0.736,0.313,1.02E-52,U3 small nucleolar ribonucleoprotein protein MPP10,,
CD320_OC,SSNA1,1.21E-56,0.536965963,0.865,0.451,2.00E-52,Sjoegren syndrome nuclear autoantigen 1,,
CD320_OC,TRAP1,1.36E-56,0.416433845,0.716,0.309,2.25E-52,"Heat shock protein 75 kDa, mitochondrial",,
CD320_OC,LETM1,1.43E-56,0.382430327,0.561,0.202,2.37E-52,"LETM1 and EF-hand domain-containing protein 1, mitochondrial",nonsurface,neg. trainingset
CD320_OC,ABCE1,1.66E-56,0.380931444,0.528,0.184,2.73E-52,ATP-binding cassette sub-family E member 1,,
CD320_OC,MRPL20,1.68E-56,0.633090364,0.987,0.711,2.77E-52,"39S ribosomal protein L20, mitochondrial",,
CD320_OC,STIP1,2.03E-56,0.379861752,0.502,0.164,3.35E-52,Stress-induced-phosphoprotein 1,,
CD320_OC,CTTNBP2NL,2.18E-56,0.319414447,0.442,0.133,3.59E-52,CTTNBP2 N-terminal-like protein,,
CD320_OC,CCT8,2.32E-56,0.644177754,0.944,0.543,3.82E-52,T-complex protein 1 subunit theta,,
CD320_OC,NANS,4.57E-56,0.621899002,0.997,0.756,7.54E-52,Sialic acid synthase,,
CD320_OC,MRPS28,7.23E-56,0.500475192,0.842,0.422,1.19E-51,"28S ribosomal protein S28, mitochondrial",,
