gene,U_statistic_MWU,p_value_MWU,FDR,hbMonocytes,htMonocytes,fold_change
PCAT7,756153,1.67416E-16,8.98791E-16,0.092643172,0.046357111,0.756219412
PCBD1,681215,0.965759738,0.967945164,0.054365869,0.072234217,1.117872559
PCBD2,721044,1.90791E-10,4.89872E-10,0.044507662,0.020386127,0.829809059
PCBP1,700558,0.220603461,0.233673239,1.319809163,1.410421499,1.063945082
PCBP1-AS1,740600.5,3.16687E-12,1.01074E-11,0.077005502,0.059075365,0.897089291
PCBP2,786453,9.25078E-13,3.12226E-12,0.540868275,0.444300044,0.84866115
PCDH11X,816212,7.11702E-29,1.12945E-27,0.250922117,0.124358448,0.63646449
PCDH11Y,714820,8.79124E-07,1.48392E-06,0.048502157,0.027900269,0.858626533
PCDH9,709733,2.11852E-06,3.42962E-06,0.033660026,0.02133886,0.905862338
PCDHB1,695169.5,0.035607674,0.039880595,0.029137051,0.05054668,1.169431474
PCDHB9,695248,0.012439949,0.014409755,0.02920351,0.024785189,0.965052688
PCDHGA5,734626,8.06778E-14,3.12948E-13,0.053565267,0.025120521,0.811361604
PCDHGA8,722982,4.70947E-07,8.17259E-07,0.061171306,0.05104433,0.936065394
PCED1B-AS1,664222.5,0.012775757,0.014791703,0.024882518,0.051640492,1.219135369
PCF11,711145.5,0.001810769,0.002233717,0.100875277,0.121784211,1.105547474
PCGF3,717059.5,3.4972E-06,5.52924E-06,0.075786286,0.072544944,0.981265089
PCGF5,736204,1.22029E-07,2.26228E-07,0.185196995,0.131229518,0.808911604
PCID2,696818,0.006488321,0.007687525,0.037189802,0.0237258,0.899832096
PCIF1,709436.5,1.32004E-06,2.1849E-06,0.036511173,0.026943445,0.92845794
PCK2,716431,5.91003E-09,1.27237E-08,0.049525077,0.017927315,0.784682479
PCLAF,723078,7.6079E-10,1.81784E-09,0.052654134,0.020625633,0.786303801
PCM1,775552.5,5.21721E-18,3.27344E-17,0.162915926,0.103384842,0.771157918
PCMT1,783332.5,8.23762E-23,8.25796E-22,0.155875159,0.079262584,0.697302772
PCMTD1,730556.5,1.02277E-09,2.40547E-09,0.089731367,0.051773259,0.796967584
PCMTD2,731779,3.77055E-14,1.52513E-13,0.069341259,0.016831831,0.684752625
PCNA,694160,0.01411917,0.016292893,0.023462325,0.028197585,1.039235928
PCNP,722572,2.50558E-05,3.6483E-05,0.109653619,0.128951968,1.093283654
PCNT,697241.5,0.002104664,0.002582201,0.026083366,0.026722881,1.005186327
PCNX1,763325.5,4.25638E-14,1.71009E-13,0.163883142,0.124857151,0.850536791
PCNX2,726673.5,3.66129E-12,1.16207E-11,0.039186906,0.015486169,0.8262555
PCNX4,756198,1.73448E-10,4.47348E-10,0.183903143,0.163508286,0.927453399
PCSK5,720134.5,1.21049E-07,2.24539E-07,0.065230384,0.028714412,0.775223965
PCSK7,829041,7.44652E-26,9.63597E-25,0.40475273,0.252313073,0.696321589
PCTP,702068,0.001886713,0.002324751,0.044816023,0.041766598,0.978531304
PCYOX1,738446,3.3025E-13,1.18525E-12,0.073353358,0.037855922,0.791898961
PCYOX1L,687956,0.114078611,0.123467953,0.018908099,0.021369353,1.021193474
PCYT1A,747512,4.23078E-11,1.18167E-10,0.130309517,0.08636944,0.806885707
PDAP1,721079,0.000653385,0.000836827,0.194772994,0.227770845,1.113007297
PDCD10,730312,2.30188E-10,5.84559E-10,0.074057422,0.040691691,0.805199963
PDCD2,734788.5,3.78666E-11,1.06332E-10,0.091062156,0.051721145,0.791057928
PDCD4,691977,0.315747303,0.330253512,0.115187505,0.205386038,1.42463946
PDCD5,707627,0.000301133,0.000398349,0.05184152,0.047280246,0.969400986
PDCD6,729714,6.69024E-06,1.02823E-05,0.145262628,0.150086987,1.019895315
PDCD6IP,764945.5,4.66922E-13,1.63776E-12,0.19217754,0.143579579,0.832074592
PDCD7,712787.5,3.29421E-06,5.22356E-06,0.042701609,0.031150226,0.917446575
PDCL3,672813,0.074385304,0.081448523,0.014387415,0.038738696,1.218178086
PDE11A,721854,4.38507E-10,1.07763E-09,0.054796754,0.022442881,0.787175376
PDE12,713892,4.98039E-05,7.05464E-05,0.077220581,0.058864677,0.894775475
PDE1B,718728,5.80873E-10,1.40832E-09,0.03488735,0.019519635,0.883676512
PDE2A,661074,1.22498E-05,1.8355E-05,0.0040903,0.051422843,1.467182764
PDE3B,700083.5,0.002078714,0.00255197,0.030881037,0.037341112,1.050427747
PDE4A,551446.5,4.19885E-34,9.25647E-33,0.039496738,0.337024957,3.176166294
PDE4B,421066,1.6266E-104,2.1419E-102,0.022184125,0.653739308,6.289023425
PDE4C,748348.5,9.48348E-15,4.13825E-14,0.084694732,0.048389083,0.800429882
PDE4D,557401,2.36056E-42,7.69274E-41,0.012635464,0.286792494,3.495512846
PDE4DIP,732562.5,1.1113E-07,2.06927E-07,0.102287243,0.092544036,0.951164757
PDE6A,730709.5,6.11071E-13,2.10995E-12,0.049826101,0.026273104,0.839830698
PDE6D,707770.5,1.17256E-05,1.75911E-05,0.075295255,0.030013925,0.737529643
PDE7A,668542,0.162282582,0.173614567,0.060820483,0.123394249,1.395923695
PDE8A,700637,0.008953116,0.01049052,0.046381651,0.044868235,0.989461345
PDHA1,706099,0.001039255,0.001309857,0.070056097,0.061584827,0.949358934
PDHB,745592.5,7.49019E-15,3.30545E-14,0.100854987,0.05672042,0.77718763
PDIA3,635121,0.000646107,0.000828159,0.235660212,0.484272271,1.746841252
PDIA4,695935.5,0.114383504,0.123784191,0.099543231,0.098020571,0.992261643
PDIA5,713803,4.26159E-09,9.30843E-09,0.039097512,0.018687298,0.850279432
PDIA6,674932.5,0.630041234,0.644053901,0.262429973,0.370420152,1.300260881
PDK1,683638,0.654333185,0.668255168,0.027527489,0.038948361,1.091548596
PDK2,698978,0.000190033,0.000255405,0.026322184,0.013901683,0.899467174
PDK3,686233,0.264591108,0.278480855,0.021885012,0.024349377,1.020689903
PDK4,787958,1.70409E-33,3.59409E-32,0.176950397,0.040915235,0.503838071
PDLIM2,817588,4.33847E-37,1.13946E-35,0.194923438,0.06799234,0.565524628
PDLIM3,704168.5,1.83402E-05,2.70604E-05,0.024607837,0.01443006,0.916460809
PDLIM5,792661,1.11388E-20,9.19061E-20,0.240713101,0.143790339,0.713193346
PDLIM7,698236,0.024755356,0.028067976,0.05278324,0.065719522,1.086237407
PDP1,766211,2.41827E-25,3.01325E-24,0.104938306,0.026465056,0.611831476
PDP2,725482,1.73416E-10,4.47348E-10,0.053796533,0.030473658,0.845565413
PDPK1,768434.5,2.76835E-18,1.79116E-17,0.17819155,0.08156776,0.649171576
PDPR,786179.5,6.26926E-27,8.68956E-26,0.156136945,0.056958506,0.60854965
PDS5A,717124.5,0.00010318,0.000142004,0.116564499,0.116419742,0.999322901
PDS5B,718198.5,1.43828E-06,2.37053E-06,0.067003688,0.050560016,0.899873043
PDSS2,700221,0.000102704,0.000141408,0.031195323,0.016231906,0.883480498
PDXDC1,720162,1.45578E-05,2.16501E-05,0.084394602,0.115205566,1.169646021
PDXK,713806.5,0.006118066,0.007265622,0.19914994,0.23664324,1.126506509
PDZD2,719640,8.97352E-07,1.51303E-06,0.062374906,0.049464338,0.91910643
PDZD7,765087.5,1.45177E-20,1.18476E-19,0.102174809,0.046746279,0.722022501
PDZD8,690346,0.12504886,0.134966337,0.026314007,0.036175238,1.079823109
PEA15,561331,1.37183E-18,9.13675E-18,0.243595601,0.715944912,2.385919623
PEAK1,748872.5,5.12327E-13,1.78737E-12,0.135213652,0.073393023,0.734034107
PEBP1,659985,0.042539474,0.047409886,0.099187662,0.196661573,1.496272196
PECAM1,848711.5,3.25946E-29,5.31996E-28,0.728013202,0.489564168,0.711054132
PECR,721626,9.34902E-07,1.57389E-06,0.056238694,0.0439024,0.919614006
PEF1,679654,0.881779629,0.887884748,0.063318875,0.086054746,1.141618215
PELI1,791223,3.84214E-22,3.63827E-21,0.205578513,0.133488197,0.761923413
PELI2,741638,1.00553E-14,4.36819E-14,0.088177382,0.033913804,0.707319214
PELO,689723,0.064849854,0.071336303,0.023374397,0.02167019,0.98586881
PELP1,693151,0.009299058,0.010881472,0.023925552,0.028133999,1.034737463
PEPD,720876,6.82416E-05,9.55108E-05,0.122125741,0.125157412,1.01382114
PER1,666999,0.188646612,0.200849278,0.11099896,0.187600665,1.367882143
PES1,701802.5,0.000527487,0.000681946,0.036858069,0.027997084,0.933913983
PET100,760540.5,4.89687E-15,2.20495E-14,0.12985908,0.096161571,0.851607485
PEX1,723805.5,5.65153E-13,1.96113E-12,0.040715978,0.008212503,0.764365996
PEX11A,728261,1.85069E-12,6.04934E-12,0.055919682,0.016029445,0.739525017
PEX11B,713198,4.73629E-11,1.31299E-10,0.042027365,0.012164627,0.785548784
PEX13,751383.5,4.72241E-19,3.29621E-18,0.085246547,0.028169658,0.687200353
PEX16,708927,1.82288E-07,3.31508E-07,0.033578507,0.018973527,0.888343727
PEX19,710654,2.81208E-07,5.00108E-07,0.037425202,0.016856623,0.847243818
PEX2,714922,2.73472E-06,4.37483E-06,0.074971669,0.039499045,0.793998799
PEX26,782031.5,5.70897E-18,3.57508E-17,0.19014088,0.143026306,0.83604647
PFDN1,624130.5,2.12289E-08,4.27738E-08,0.071656479,0.216612115,1.858329981
PFDN2,680679,0.979539286,0.980948695,0.06372026,0.102444811,1.240607668
PFDN4,708877,3.44708E-07,6.06836E-07,0.031473528,0.021755221,0.924487538
PFDN5,801545,2.3772E-15,1.11363E-14,0.830103531,0.602941013,0.755035432
PFDN6,695649,0.002021923,0.002485381,0.035635557,0.01490492,0.843966411
PFKFB3,397777,1.231E-103,1.5783E-101,0.077078006,1.098426239,6.859629156
PFKFB4,722710,2.51846E-10,6.37067E-10,0.054282492,0.025458113,0.809748895
PFKL,743934,5.84934E-09,1.25986E-08,0.163948513,0.127684452,0.861149295
PFKM,730851,2.60956E-10,6.58915E-10,0.064939341,0.034427885,0.811848006
PFKP,681466,0.920539698,0.924715342,0.033071019,0.03580263,1.020964729
PFN1,658433,0.165124105,0.176538213,1.927875218,2.200844685,1.134793097
PGA3,688015,0.215333245,0.228165195,0.019874681,0.040010114,1.171951903
PGAM1,812888.5,4.89427E-19,3.40885E-18,0.6488165,0.42890786,0.705232513
PGAM5,714561.5,2.40536E-07,4.31001E-07,0.044241819,0.027596593,0.88233791
PGBD4,732977,2.88203E-09,6.42033E-09,0.085873091,0.052498706,0.81772355
PGBD5,705855,3.2346E-05,4.65621E-05,0.030407787,0.027158073,0.974538466
PGD,880024,1.82485E-41,5.77315E-40,0.733351528,0.399706083,0.598296338
PGF,720603,2.35575E-08,4.72022E-08,0.049906745,0.029458324,0.861019211
PGGT1B,743858,1.37097E-17,8.2512E-17,0.076978302,0.02592247,0.706917328
PGK1,651872.5,0.06826814,0.074944204,1.021088887,1.285589204,1.236517162
PGLS,783498.5,1.71946E-20,1.39504E-19,0.168029015,0.109890051,0.780817392
PGM1,707565,1.60349E-05,2.37778E-05,0.038068738,0.027593135,0.922571145
PGM2,709726,0.000248398,0.000330925,0.08098726,0.075496442,0.969189368
PGM2L1,748209.5,8.63128E-15,3.79014E-14,0.086235774,0.054278476,0.825808105
PGP,727969.5,6.62989E-09,1.41795E-08,0.077906852,0.049244167,0.836336107
PGPEP1,768666,2.38331E-23,2.51331E-22,0.105923586,0.039007033,0.670602149
PGRMC1,699741,0.010011749,0.011683171,0.053408639,0.06165599,1.054751228
PGRMC2,709544,2.08339E-07,3.76285E-07,0.039615326,0.015013363,0.820213471
PGS1,684255.5,0.700337432,0.71344359,0.079183631,0.135622822,1.319935252
PHACTR1,482848.5,1.08122E-67,7.92139E-66,0.027475238,0.558475305,5.258228126
PHACTR2,714283.5,0.000311374,0.000411337,0.10826081,0.091986391,0.920800095
PHACTR4,794776.5,3.09425E-22,2.96464E-21,0.212479064,0.132686485,0.742358241
PHAX,798947,1.35611E-30,2.40176E-29,0.142459542,0.056322613,0.640623062
PHB,701025.5,0.019029612,0.021758336,0.081480039,0.116568647,1.196349808
PHB2,736480,2.5949E-05,3.7744E-05,0.392126419,0.32186699,0.85642323
PHC2,749146.5,2.87805E-07,5.11E-07,0.29785448,0.299639296,1.004517619
PHC3,742809,8.28021E-15,3.64254E-14,0.076327013,0.033404024,0.752678727
PHF10,667552,0.087418782,0.095344595,0.042165679,0.121612619,1.569960679
PHF11,740055.5,3.768E-12,1.194E-11,0.081847659,0.039891883,0.765704683
PHF12,759423,1.31733E-15,6.32628E-15,0.117432211,0.074888153,0.801804232
PHF14,720811.5,2.06807E-10,5.28628E-10,0.056266866,0.018652483,0.754941427
PHF19,714627,4.85117E-08,9.39571E-08,0.039018765,0.02722744,0.913453908
PHF2,716214.5,7.43416E-08,1.41041E-07,0.059791561,0.03111522,0.81736687
PHF20,712053,0.005825979,0.006929729,0.167812064,0.17396452,1.02321361
PHF20L1,664060,0.143866869,0.154660058,0.117637739,0.24542271,1.594729686
PHF21A,743286.5,4.83215E-13,1.69064E-12,0.099748696,0.052393494,0.759585593
PHF23,716690,3.0601E-10,7.67902E-10,0.03177615,0.008516069,0.819690252
PHF3,773063,5.47232E-22,5.12714E-21,0.138187498,0.067180359,0.698370813
PHF5A,709998.5,0.000116252,0.000159364,0.070327377,0.054586342,0.90605279
PHF6,756634,1.73066E-14,7.29077E-14,0.122786051,0.073165005,0.774460642
PHF8,701861,0.001953558,0.002404378,0.040064113,0.042272263,1.016083998
PHIP,796896.5,4.87171E-22,4.58204E-21,0.27697699,0.145043932,0.64742779
PHKA2,718665,4.69056E-09,1.02042E-08,0.052726019,0.042906623,0.934515773
PHKB,753452,1.89454E-12,6.18232E-12,0.14281081,0.100992521,0.825782785
PHKG1,726828.5,7.12865E-13,2.44067E-12,0.040132925,0.020632582,0.858032151
PHKG2,719942,1.39639E-09,3.235E-09,0.043965269,0.022848235,0.850435134
PHLDA1,556293,1.29429E-47,5.23302E-46,0.004358686,0.345704666,4.360259579
PHLDA2,598223.5,2.02641E-30,3.5386E-29,0.004155734,0.184946451,2.783292978
PHLDB1,726070.5,2.46782E-06,3.96087E-06,0.08996946,0.08485529,0.972679835
PHLDB3,697153,0.003719607,0.004486181,0.026853523,0.026063105,0.993629667
PHLPP1,713910,6.43253E-08,1.22923E-07,0.031827081,0.021823151,0.922481169
PHPT1,700499,0.031286193,0.035214585,0.076786954,0.097325095,1.1180275
PHRF1,705054,1.78427E-05,2.63702E-05,0.046332213,0.018325014,0.804905034
PHTF2,696969.5,0.017955346,0.020558976,0.053263565,0.059942427,1.04438133
PHYH,685762,0.312532578,0.327031512,0.030262349,0.019512808,0.915681194
PHYKPL,732055.5,2.38069E-07,4.26737E-07,0.125520924,0.088012539,0.831608751
PI4K2A,679041,0.77955505,0.790671845,0.029584427,0.057606677,1.22098005
PI4KA,747022.5,4.77103E-13,1.66986E-12,0.095142997,0.059875902,0.816668152
PI4KB,724957,4.65518E-08,9.03588E-08,0.078707168,0.050059507,0.837166006
PIAS1,796537.5,9.15456E-28,1.35979E-26,0.211815414,0.079776141,0.572743669
PIAS2,757234.5,8.01704E-18,4.94106E-17,0.108076546,0.054439723,0.738740665
PIAS3,713697.5,6.73765E-09,1.4391E-08,0.047441629,0.012306549,0.757129936
PIAS4,715176,4.56815E-09,9.94906E-09,0.03184994,0.020319142,0.910665545
PICALM,743543,1.64606E-05,2.43832E-05,0.511177253,0.489670759,0.964650837
PICK1,687866,0.142142305,0.152907332,0.019276329,0.025647582,1.054688462
PID1,663355,0.023670568,0.026869294,0.046997249,0.112631271,1.455090921
PIEZO1,720087,4.03366E-06,6.34141E-06,0.074331717,0.076269446,1.011295004
PIF1,736761.5,1.24065E-12,4.12308E-12,0.058953368,0.047158505,0.924478031
PIGA,663012.5,0.002110054,0.002588489,0.014195161,0.066504229,1.469477759
PIGB,733590.5,1.02036E-09,2.40096E-09,0.077902721,0.055510898,0.872139701
PIGBOS1,753188,4.98696E-21,4.26254E-20,0.065883145,0.020068159,0.719112021
PIGC,712461,6.19877E-09,1.33012E-08,0.03073134,0.018337418,0.903139088
PIGG,705878,1.1151E-05,1.67574E-05,0.023890059,0.017891887,0.950475234
PIGH,696145,0.000776441,0.000988844,0.023784629,0.016879455,0.942936768
PIGK,690236,0.068950919,0.075659657,0.021872241,0.030318212,1.070916876
PIGL,717470.5,3.42299E-07,6.0314E-07,0.05617266,0.045743094,0.932009409
PIGM,773128,1.19764E-23,1.29377E-22,0.13144172,0.063808795,0.704228655
PIGN,792257,3.97114E-20,3.08571E-19,0.212846736,0.141526135,0.769986424
PIGO,702578.5,1.31164E-05,1.95992E-05,0.030466105,0.017280205,0.896735577
PIGP,749435.5,1.97997E-15,9.34276E-15,0.098123481,0.045561739,0.730932804
PIGS,735737,2.2484E-10,5.71574E-10,0.11012463,0.064076861,0.777921603
PIGT,788955.5,9.78868E-21,8.11752E-20,0.195431796,0.116718068,0.731036986
PIGV,702595,3.9547E-07,6.91701E-07,0.025509678,0.019462187,0.950726931
PIGX,774777.5,5.86684E-24,6.47412E-23,0.186271419,0.065230476,0.573041723
PIH1D1,725899,3.95781E-09,8.67797E-09,0.084639176,0.043940305,0.776212242
PIK3AP1,784259,2.9647E-14,1.21634E-13,0.546650306,0.376903543,0.736366833
PIK3C2A,748547.5,3.65631E-12,1.16116E-11,0.110827684,0.102107791,0.958087956
PIK3C3,757136.5,2.41521E-15,1.13035E-14,0.108634669,0.067009852,0.79779958
PIK3CA,709021,1.96108E-05,2.88521E-05,0.0396243,0.034448805,0.962180938
PIK3CB,715825.5,5.4722E-06,8.48927E-06,0.059079619,0.059549772,1.003007938
PIK3CD,825197.5,2.07408E-39,5.99697E-38,0.246822311,0.084861922,0.529249018
PIK3CG,725452.5,1.1789E-08,2.44512E-08,0.111159228,0.057576749,0.742866341
PIK3IP1,736647,3.74276E-15,1.70897E-14,0.095897251,0.039261545,0.706735797
PIK3R1,696397.5,0.093204345,0.101427645,0.100579381,0.179992332,1.401473105
PIK3R2,715965.5,2.1983E-07,3.96231E-07,0.043515613,0.03239359,0.920974762
PIK3R3,719897,8.28001E-11,2.22628E-10,0.039539168,0.021437865,0.867645417
PIK3R4,699075,2.15526E-05,3.1585E-05,0.020403299,0.018840213,0.986711596
PIK3R5,716580.5,0.002254676,0.002756532,0.190288025,0.203683652,1.046591453
PIKFYVE,734285,9.86319E-11,2.62086E-10,0.067293395,0.060543892,0.958974056
PILRA,814669.5,2.59498E-21,2.29659E-20,0.434198627,0.320609317,0.786254497
PILRB,713724,1.24423E-05,1.8629E-05,0.042382309,0.046164867,1.027094362
PIM1,702429,0.00895244,0.01049052,0.087671897,0.095626361,1.043021189
PIM2,648404.5,1.73564E-08,3.5285E-08,0.011682895,0.052806194,1.377598658
PIM3,469877,2.54936E-57,1.45269E-55,0.123165476,0.866922626,4.37473172
PIN1,733499,6.58525E-10,1.58554E-09,0.088931826,0.063082976,0.861144417
PIN4,716087,4.30278E-08,8.37855E-08,0.065227697,0.032677384,0.799631475
PINK1,750606,3.25194E-18,2.08741E-17,0.089813398,0.033022098,0.696364793
PIP4K2A,683772.5,0.777192379,0.788439619,0.107544878,0.157754387,1.245200245
PIP4K2B,731360,1.82263E-13,6.76043E-13,0.061000158,0.040389655,0.869739023
PIP4K2C,698610,5.49313E-05,7.75051E-05,0.027911423,0.013270331,0.882998519
PIP4P1,702016,0.000809361,0.001029424,0.038138949,0.045814835,1.056705737
PIP4P2,713552.5,4.70736E-08,9.13351E-08,0.059990209,0.028275642,0.798272307
PIP5K1A,713153,2.54E-06,4.0747E-06,0.075691269,0.037832571,0.781057036
PIP5K1C,703900,0.000956916,0.001209363,0.043094607,0.051145412,1.057374961
PIPOX,703358,6.63519E-05,9.29328E-05,0.023472676,0.026245926,1.022976915
PISD,823809,1.81924E-43,6.4227E-42,0.182514474,0.043102262,0.501634705
PITHD1,691959,0.032219017,0.036210162,0.02452635,0.022972851,0.987240348
PITPNA,659121,0.04759078,0.052840082,0.138475691,0.279489668,1.598276808
PITPNB,680325.5,0.933836053,0.937298981,0.039980314,0.072940508,1.240226165
PITPNC1,719709.5,1.56525E-06,2.56807E-06,0.096749234,0.068981163,0.856846256
PITPNM1,709792.5,9.28943E-06,1.40684E-05,0.044249024,0.032352558,0.915910325
PITRM1,694314,0.012072583,0.014004196,0.025028974,0.019419032,0.95411222
PIWIL1,735803,1.62041E-11,4.74581E-11,0.071247569,0.040602718,0.818101329
PIWIL2,744453,7.7177E-12,2.35224E-11,0.104246601,0.056399137,0.762509581
PJA2,750690,9.63909E-10,2.27527E-09,0.264354356,0.171253145,0.742514803
PKD1,752931.5,1.35093E-18,9.02228E-18,0.064888163,0.028327435,0.77447338
PKD2,694974,0.002248599,0.002749793,0.02092626,0.024824684,1.032995321
PKD2L2,713054,1.59515E-06,2.61493E-06,0.035551798,0.030123184,0.959114598
PKM,730413.5,0.001603298,0.001986084,0.85791799,0.962451619,1.109442964
PKN1,738923.5,4.55068E-12,1.42624E-11,0.077339161,0.050708856,0.847446484
PKN2,735639,9.16595E-13,3.09577E-12,0.069416037,0.035324967,0.795421547
PKNOX1,713654,4.507E-05,6.40925E-05,0.104697288,0.058396829,0.770701061
PKP2,718552,1.29947E-09,3.02125E-09,0.033322206,0.018403802,0.885723653
PKP4,697244,0.001265029,0.001582951,0.028054372,0.022822576,0.958238817
PLA2G12A,704462,0.000231833,0.000309364,0.042955723,0.035124603,0.94413536
PLA2G15,711780.5,9.81634E-08,1.83943E-07,0.031809891,0.015992326,0.877415932
PLA2G16,713457,2.67423E-07,4.76899E-07,0.049342133,0.028972271,0.861019817
PLA2G2D,709954.5,5.9823E-07,1.02572E-06,0.030035053,0.014858986,0.880747162
PLA2G4C,700286,0.000820432,0.001043232,0.035041518,0.021169354,0.895119242
PLA2G7,671860,0.261989899,0.275832477,0.056660432,0.10766247,1.331429638
PLAA,705525,9.37143E-05,0.000129452,0.039217404,0.036350589,0.978988755
PLAC8,758237.5,6.974E-10,1.67211E-09,0.289067234,0.322594711,1.086793142
PLAGL1,700573,0.002033683,0.002499206,0.038216559,0.039018004,1.005917299
PLAGL2,736841,9.0709E-13,3.06792E-12,0.076254466,0.029423747,0.730049635
PLAT,677151,0.479989916,0.495560073,0.013882839,0.043699251,1.268356744
PLAU,633259,8.4915E-18,5.22027E-17,0.001767056,0.11573495,2.151288663
PLAUR,122750.5,8.1105E-276,2.6343E-272,0.247262689,7.12018697,20.95117342
PLB1,710965.5,3.37758E-06,5.35053E-06,0.050731752,0.029608294,0.857231762
PLBD1,907447,6.55307E-56,3.56721E-54,0.873549133,0.300935611,0.410147244
PLBD2,697175.5,0.069114684,0.075826786,0.064599169,0.105340697,1.251764904
PLCB1,704990.5,0.0001249,0.000170738,0.038146148,0.033880428,0.968488593
PLCB2,769942,1.63123E-14,6.89873E-14,0.209774042,0.131732042,0.745790351
PLCE1,742789,5.57355E-15,2.49008E-14,0.081017363,0.0326984,0.728913544
PLCG2,747402,2.30548E-12,7.47327E-12,0.12252924,0.072573621,0.772674575
PLCL2,739808.5,1.62575E-15,7.73125E-15,0.077919434,0.025209259,0.699046582
PLCXD1,676332.5,0.578834938,0.593514431,0.054899902,0.093385474,1.252987451
PLCXD3,660640.5,0.000497908,0.000645677,0.013890189,0.063800758,1.449180527
PLD1,692427.5,0.041639762,0.046444349,0.032340997,0.03330177,1.007415341
PLD2,677419.5,0.474895946,0.490500964,0.019242859,0.032391062,1.112891712
PLD3,825497,5.02053E-29,8.05931E-28,0.245778578,0.173263198,0.788586816
PLD4,682715,0.715820061,0.728150191,0.020935303,0.034216819,1.112402965
PLEC,804558.5,1.4636E-21,1.3291E-20,0.307854734,0.218061904,0.778332695
PLEK,597971.5,6.14343E-08,1.1756E-07,0.600991039,1.276078746,1.966875755
PLEKHA1,787457.5,7.89937E-22,7.32364E-21,0.167540636,0.088146761,0.700134741
PLEKHA2,749802.5,3.46418E-09,7.63687E-09,0.179158092,0.162667193,0.940333085
PLEKHA3,690002.5,0.159652114,0.170950571,0.041067944,0.04322472,1.015595759
PLEKHA5,757430,1.79508E-17,1.06589E-16,0.086310222,0.050641192,0.805655172
PLEKHB2,673905,0.605314422,0.619947837,0.278817389,0.376842805,1.260676828
PLEKHD1,752527.5,3.5733E-17,2.05055E-16,0.070649001,0.036650304,0.797474346
PLEKHF2,710277,2.05984E-05,3.02412E-05,0.045497475,0.035419035,0.92938412
PLEKHG2,698795,0.026157521,0.029602658,0.04650476,0.057346316,1.075430382
PLEKHG3,717929,1.97238E-13,7.28262E-13,0.036157079,0.003092801,0.752107677
PLEKHH3,695478,0.005804866,0.00690546,0.027076195,0.022271286,0.961344482
PLEKHJ1,717086.5,1.95401E-09,4.44026E-09,0.052450724,0.01949775,0.779836857
PLEKHM1,751196,4.4403E-13,1.56365E-12,0.103733098,0.095040244,0.956742852
PLEKHM2,695592,0.066090002,0.072618514,0.062207884,0.067474623,1.0330343
PLEKHM3,723609,2.65166E-12,8.53014E-12,0.046879294,0.023181903,0.835553353
PLEKHO1,934459,5.12254E-83,4.70887E-81,0.523953845,0.121599944,0.35227317
PLEKHO2,763559,1.42033E-14,6.05146E-14,0.168385841,0.110576125,0.782351434
PLIN2,558660.5,1.84917E-24,2.1248E-23,0.128350948,0.612145312,3.14471167
PLIN3,748500,2.29174E-07,4.11931E-07,0.288343199,0.27783346,0.972742172
PLIN5,717270,9.31157E-08,1.74854E-07,0.038060827,0.028039597,0.925925245
PLK1,727628,1.5491E-12,5.09948E-12,0.041218396,0.013252724,0.79799855
PLK2,620897,8.40198E-22,7.76009E-21,0.002513806,0.128594387,2.264113524
PLK3,646287,0.000410709,0.000536886,0.077020894,0.19081787,1.653084436
PLOD1,736352,8.11586E-11,2.18637E-10,0.072449497,0.053589762,0.888847251
PLOD3,744230,1.42591E-13,5.38112E-13,0.08279631,0.045608887,0.793427124
PLP2,884635,1.07341E-53,5.30898E-52,0.423928417,0.163375292,0.500044804
PLPBP,743416.5,4.85373E-11,1.34333E-10,0.127068354,0.082394068,0.800821652
PLPP5,701022,0.000579301,0.000745472,0.03751721,0.023539428,0.896262426
PLPPR2,732538,1.25664E-10,3.296E-10,0.067087618,0.048631791,0.887678257
PLRG1,717146,3.37885E-09,7.46057E-09,0.048111293,0.022876722,0.826370606
PLSCR1,553942.5,4.04595E-22,3.82755E-21,0.145467666,0.503912108,2.476950819
PLSCR3,749587.5,2.9216E-13,1.05672E-12,0.124796395,0.098426328,0.881227109
PLTP,654202.5,6.09703E-10,1.47522E-09,0.001629553,0.065829586,1.649442392
PLXDC2,680426,0.971908887,0.973707608,0.297249785,0.431836804,1.341180687
PLXNA3,689390,0.139238603,0.149949265,0.020844333,0.027480268,1.056203936
PLXNB2,849600,1.86819E-36,4.7529E-35,0.346490362,0.173014694,0.609037988
PLXNC1,773678.5,1.05714E-13,4.0316E-13,0.259944723,0.21938194,0.886432601
PLXND1,728791,1.62684E-07,2.97857E-07,0.098224524,0.088132061,0.948362695
PM20D2,681372,0.925106192,0.928823775,0.012866683,0.026564427,1.124421774
PMAIP1,667595.5,0.009065506,0.010615827,0.019093164,0.038969812,1.17088241
PMEPA1,632027,1.15297E-17,6.99533E-17,0.002249904,0.093959929,1.921945668
PMF1,741152.5,2.20583E-10,5.61338E-10,0.142349981,0.089386447,0.778926676
PML,733847,9.59321E-14,3.67872E-13,0.056115221,0.021733793,0.77578268
PMM2,712823,4.10068E-07,7.15819E-07,0.043335623,0.024867605,0.868611283
PMP22,535999,3.96731E-59,2.35716E-57,0.001961121,0.349173394,4.500629993
PMPCA,701408,0.000636648,0.00081668,0.046756482,0.019805931,0.812818716
PMPCB,730944.5,1.43228E-09,3.31186E-09,0.097295976,0.061945444,0.818268355
PMS2,707203,1.45458E-06,2.39456E-06,0.029895538,0.020419652,0.925457199
